,event_type,strength_state
131186,shot-on-goal,5v5
131191,missed-shot,5v5
131195,missed-shot,5v5
131198,shot-on-goal,5v5
131200,missed-shot,5v5
131201,missed-shot,5v5
131202,shot-on-goal,5v5
131205,shot-on-goal,5v5
131214,shot-on-goal,5v5
131218,missed-shot,5v4
131219,shot-on-goal,5v4
131220,shot-on-goal,5v4
131223,goal,5v4
131229,missed-shot,5v5
131230,shot-on-goal,5v5
131231,shot-on-goal,5v5
131236,missed-shot,5v5
131242,missed-shot,5v4
131243,missed-shot,5v4
131247,goal,5v4
131249,missed-shot,5v5
131252,shot-on-goal,5v5
131253,shot-on-goal,5v5
131256,shot-on-goal,5v4
131257,shot-on-goal,5v4
131260,shot-on-goal,5v5
131263,missed-shot,5v5
131265,shot-on-goal,5v5
131267,shot-on-goal,5v5
131269,shot-on-goal,5v5
131271,shot-on-goal,5v5
131278,missed-shot,Other
131279,shot-on-goal,Other
131281,goal,Other
131283,shot-on-goal,5v5
131285,missed-shot,5v5
131288,shot-on-goal,5v5
131292,shot-on-goal,5v4
131295,shot-on-goal,5v4
131301,shot-on-goal,5v5
131305,shot-on-goal,5v5
131307,missed-shot,5v5
131310,missed-shot,5v5
131311,shot-on-goal,5v5
131312,missed-shot,5v5
131315,shot-on-goal,5v4
131317,missed-shot,5v4
131318,missed-shot,5v4
131319,shot-on-goal,5v4
131321,shot-on-goal,5v5
131323,missed-shot,5v5
131330,shot-on-goal,5v5
131332,missed-shot,5v5
131333,shot-on-goal,5v5
131335,shot-on-goal,5v5
131337,shot-on-goal,5v5
131339,missed-shot,5v5
131343,missed-shot,5v5
131352,shot-on-goal,5v5
131353,shot-on-goal,5v5
131355,shot-on-goal,5v5
131356,missed-shot,5v5
131357,shot-on-goal,5v5
131364,missed-shot,5v5
131368,shot-on-goal,5v5
131371,missed-shot,5v5
131377,shot-on-goal,5v5
131378,missed-shot,5v5
131379,shot-on-goal,5v5
131383,shot-on-goal,Other
131384,shot-on-goal,Other
131385,missed-shot,Other
131387,shot-on-goal,Other
131388,shot-on-goal,Other
131391,shot-on-goal,Other
131392,shot-on-goal,Other
131398,shot-on-goal,Other
131399,shot-on-goal,Other
131400,shot-on-goal,Other
131401,shot-on-goal,Other
131403,missed-shot,Other
131413,shot-on-goal,5v5
131418,shot-on-goal,5v5
131427,shot-on-goal,5v5
131432,shot-on-goal,5v5
131443,shot-on-goal,5v4
131447,shot-on-goal,5v4
131449,shot-on-goal,5v4
131450,missed-shot,5v4
131456,missed-shot,5v5
131458,shot-on-goal,5v5
131460,goal,5v5
131462,missed-shot,5v5
131463,shot-on-goal,5v5
131466,shot-on-goal,5v5
131467,shot-on-goal,5v5
131469,shot-on-goal,5v5
131470,shot-on-goal,5v5
131473,shot-on-goal,5v5
131475,shot-on-goal,5v5
131476,goal,5v5
131478,shot-on-goal,5v5
131479,missed-shot,5v5
131486,missed-shot,5v4
131490,shot-on-goal,5v5
131495,shot-on-goal,5v5
131496,shot-on-goal,5v5
131499,shot-on-goal,5v5
131501,missed-shot,5v5
131502,shot-on-goal,5v5
131507,shot-on-goal,5v5
131510,shot-on-goal,5v5
131518,shot-on-goal,5v5
131523,shot-on-goal,5v5
131524,missed-shot,5v5
131525,shot-on-goal,5v5
131526,missed-shot,5v5
131532,missed-shot,5v5
131533,missed-shot,5v5
131534,missed-shot,5v5
131536,shot-on-goal,5v5
131539,missed-shot,5v5
131541,shot-on-goal,5v5
131543,missed-shot,5v5
131544,shot-on-goal,5v5
131547,missed-shot,5v5
131548,shot-on-goal,5v5
131550,shot-on-goal,5v5
131552,missed-shot,5v5
131553,shot-on-goal,5v5
131556,missed-shot,5v5
131558,shot-on-goal,5v5
131564,shot-on-goal,5v5
131565,missed-shot,5v5
131566,missed-shot,5v5
131567,shot-on-goal,5v5
131569,shot-on-goal,5v5
131570,shot-on-goal,5v5
131572,shot-on-goal,5v5
131573,missed-shot,5v5
131574,shot-on-goal,5v5
131575,shot-on-goal,5v5
131578,shot-on-goal,5v5
131579,shot-on-goal,5v5
131582,shot-on-goal,5v5
131584,shot-on-goal,5v5
131585,shot-on-goal,5v5
131592,missed-shot,Other
131593,missed-shot,5v5
131598,shot-on-goal,5v4
131599,shot-on-goal,5v4
131601,missed-shot,5v4
131602,shot-on-goal,5v4
131605,shot-on-goal,5v5
131608,shot-on-goal,5v5
131610,shot-on-goal,5v5
131613,shot-on-goal,5v5
131615,missed-shot,5v5
131620,missed-shot,5v5
131622,missed-shot,5v5
131625,shot-on-goal,5v5
131627,missed-shot,5v5
131630,shot-on-goal,5v5
131633,shot-on-goal,5v5
131635,missed-shot,5v5
131639,goal,Other
131642,missed-shot,5v5
131645,shot-on-goal,5v5
131648,missed-shot,5v5
131652,missed-shot,5v5
131655,shot-on-goal,5v5
131657,shot-on-goal,5v5
131658,shot-on-goal,5v5
131661,shot-on-goal,5v5
131665,missed-shot,5v5
131670,shot-on-goal,5v5
131671,missed-shot,5v5
131677,missed-shot,5v4
131679,shot-on-goal,4v5
131680,missed-shot,5v4
131684,missed-shot,5v5
131685,shot-on-goal,5v5
131691,missed-shot,5v5
131692,shot-on-goal,5v5
131694,shot-on-goal,5v5
131699,missed-shot,5v5
131704,shot-on-goal,5v5
131706,shot-on-goal,5v5
131708,missed-shot,5v5
131719,missed-shot,5v5
131723,shot-on-goal,5v5
131725,shot-on-goal,5v5
131726,goal,5v5
131732,missed-shot,5v4
131737,missed-shot,5v5
131738,shot-on-goal,5v5
131740,missed-shot,5v5
131743,missed-shot,5v5
131744,shot-on-goal,5v5
131749,shot-on-goal,5v4
131750,missed-shot,5v4
131751,missed-shot,5v4
131753,shot-on-goal,5v4
131760,shot-on-goal,5v5
131763,missed-shot,5v5
131764,shot-on-goal,5v5
131768,shot-on-goal,5v4
131773,shot-on-goal,5v5
131784,missed-shot,5v5
131786,shot-on-goal,5v5
131790,shot-on-goal,5v4
131791,missed-shot,5v4
131792,missed-shot,5v4
131793,missed-shot,5v4
131794,shot-on-goal,5v5
131798,shot-on-goal,5v5
131800,shot-on-goal,5v5
131801,shot-on-goal,5v5
131806,shot-on-goal,5v5
131807,shot-on-goal,5v5
131811,shot-on-goal,5v5
131815,shot-on-goal,5v5
131826,missed-shot,5v5
131828,shot-on-goal,5v5
131835,shot-on-goal,5v5
131839,shot-on-goal,5v5
131841,shot-on-goal,5v5
131844,shot-on-goal,5v5
131850,shot-on-goal,5v5
131851,shot-on-goal,5v5
131852,shot-on-goal,5v5
131854,shot-on-goal,5v5
131857,missed-shot,5v5
131864,missed-shot,5v5
131868,shot-on-goal,5v5
131872,shot-on-goal,5v5
131873,shot-on-goal,5v5
131876,shot-on-goal,5v5
131878,shot-on-goal,5v5
131888,shot-on-goal,Other
131889,goal,Other
131893,missed-shot,5v5
131894,shot-on-goal,5v5
131900,missed-shot,Other
131901,missed-shot,Other
131902,shot-on-goal,Other
131903,shot-on-goal,Other
131909,shot-on-goal,Other
131910,shot-on-goal,Other
131911,missed-shot,Other
131912,shot-on-goal,Other
131914,shot-on-goal,Other
131930,shot-on-goal,5v5
131932,missed-shot,5v5
131939,shot-on-goal,5v5
131945,shot-on-goal,5v5
131946,shot-on-goal,5v5
131948,shot-on-goal,5v5
131952,shot-on-goal,5v4
131953,goal,5v4
131955,shot-on-goal,5v5
131962,goal,5v5
131965,shot-on-goal,5v5
131967,shot-on-goal,5v5
131971,shot-on-goal,5v5
131974,shot-on-goal,5v5
131976,shot-on-goal,5v5
131982,shot-on-goal,5v4
131985,shot-on-goal,4v5
131989,missed-shot,5v4
131991,shot-on-goal,5v4
131992,shot-on-goal,5v4
131999,shot-on-goal,5v4
132004,missed-shot,5v5
132007,shot-on-goal,5v5
132010,shot-on-goal,5v5
132012,shot-on-goal,5v5
132014,missed-shot,5v5
132015,shot-on-goal,5v5
132019,shot-on-goal,5v5
132023,missed-shot,5v5
132027,shot-on-goal,5v4
132032,goal,5v4
132037,shot-on-goal,5v5
132038,shot-on-goal,5v5
132041,shot-on-goal,5v5
132043,shot-on-goal,5v5
132050,shot-on-goal,5v5
132052,shot-on-goal,5v5
132054,shot-on-goal,5v5
132055,shot-on-goal,5v5
132061,goal,4v5
132064,missed-shot,5v5
132065,goal,5v5
132068,shot-on-goal,5v5
132070,shot-on-goal,5v5
132080,shot-on-goal,5v4
132084,shot-on-goal,5v5
132088,goal,5v4
132090,shot-on-goal,5v5
132093,shot-on-goal,5v5
132095,shot-on-goal,5v5
132103,shot-on-goal,5v5
132109,shot-on-goal,5v5
132112,shot-on-goal,5v5
132121,shot-on-goal,5v5
132123,shot-on-goal,5v5
132126,missed-shot,5v5
132128,shot-on-goal,5v5
132129,shot-on-goal,5v5
132130,shot-on-goal,5v5
132132,missed-shot,5v5
132134,shot-on-goal,5v5
132135,shot-on-goal,5v5
132139,missed-shot,5v5
132143,shot-on-goal,5v5
132155,missed-shot,5v4
132156,shot-on-goal,5v4
132157,shot-on-goal,5v4
132161,goal,5v4
132164,shot-on-goal,5v5
132165,shot-on-goal,5v5
132166,shot-on-goal,5v5
132168,shot-on-goal,5v5
132170,shot-on-goal,5v5
132171,shot-on-goal,5v5
132172,goal,5v5
132176,shot-on-goal,5v5
132178,shot-on-goal,5v5
132180,missed-shot,5v5
132182,shot-on-goal,5v5
132185,goal,5v5
132190,missed-shot,Other
132191,shot-on-goal,Other
132192,shot-on-goal,Other
132195,shot-on-goal,5v5
132202,shot-on-goal,5v5
132205,shot-on-goal,5v5
132209,shot-on-goal,5v5
132222,goal,Other
132233,shot-on-goal,5v5
132236,shot-on-goal,5v5
132237,shot-on-goal,5v5
132239,missed-shot,5v5
132241,goal,5v5
132244,shot-on-goal,5v5
132246,shot-on-goal,5v5
132251,missed-shot,5v5
132256,missed-shot,5v5
132257,goal,5v5
132259,shot-on-goal,5v5
132261,shot-on-goal,5v5
132264,shot-on-goal,5v5
132265,missed-shot,5v5
132272,missed-shot,5v4
132273,shot-on-goal,5v5
132276,goal,5v5
132278,shot-on-goal,5v5
132281,shot-on-goal,5v5
132296,missed-shot,5v5
132299,shot-on-goal,5v4
132300,missed-shot,5v4
132301,shot-on-goal,5v4
132302,shot-on-goal,5v4
132305,missed-shot,5v5
132309,missed-shot,5v5
132310,shot-on-goal,5v5
132312,missed-shot,5v5
132314,missed-shot,5v5
132321,shot-on-goal,5v5
132323,shot-on-goal,5v5
132327,shot-on-goal,5v5
132329,goal,5v5
132331,shot-on-goal,5v5
132332,shot-on-goal,5v5
132335,missed-shot,5v5
132336,shot-on-goal,5v5
132340,shot-on-goal,5v5
132342,shot-on-goal,5v5
132345,shot-on-goal,5v5
132347,missed-shot,5v5
132349,shot-on-goal,5v5
132350,missed-shot,5v5
132354,shot-on-goal,5v5
132355,shot-on-goal,5v5
132359,missed-shot,5v5
132362,missed-shot,5v5
132366,shot-on-goal,4v5
132367,shot-on-goal,4v5
132371,shot-on-goal,5v5
132374,shot-on-goal,5v5
132377,shot-on-goal,5v5
132379,missed-shot,5v5
132381,shot-on-goal,5v5
132385,shot-on-goal,5v5
132388,shot-on-goal,5v4
132390,shot-on-goal,5v4
132392,shot-on-goal,5v4
132396,shot-on-goal,Other
132397,shot-on-goal,5v4
132403,shot-on-goal,5v5
132410,shot-on-goal,4v5
132412,shot-on-goal,4v5
132413,shot-on-goal,Other
132414,shot-on-goal,Other
132422,shot-on-goal,5v5
132426,missed-shot,5v5
132429,shot-on-goal,5v5
132435,missed-shot,5v5
132436,shot-on-goal,5v5
132438,goal,5v5
132440,shot-on-goal,5v5
132447,shot-on-goal,5v5
132448,shot-on-goal,5v5
132464,missed-shot,5v5
132469,missed-shot,5v5
132476,shot-on-goal,5v5
132477,shot-on-goal,5v5
132481,shot-on-goal,5v5
132482,shot-on-goal,5v5
132485,shot-on-goal,5v5
132487,missed-shot,5v5
132494,shot-on-goal,5v4
132496,shot-on-goal,5v4
132497,missed-shot,5v4
132498,goal,5v4
132501,missed-shot,5v5
132503,missed-shot,5v5
132508,shot-on-goal,5v4
132510,missed-shot,5v4
132511,shot-on-goal,5v4
132514,shot-on-goal,5v5
132517,missed-shot,5v5
132519,shot-on-goal,5v5
132530,missed-shot,5v5
132531,shot-on-goal,5v5
132533,shot-on-goal,5v5
132537,shot-on-goal,5v5
132544,shot-on-goal,5v5
132545,shot-on-goal,5v5
132550,missed-shot,5v5
132551,missed-shot,5v5
132557,missed-shot,5v5
132559,shot-on-goal,5v5
132560,shot-on-goal,5v5
132561,shot-on-goal,5v5
132569,shot-on-goal,5v5
132573,shot-on-goal,5v5
132574,goal,5v5
132577,shot-on-goal,5v5
132585,missed-shot,5v5
132586,shot-on-goal,5v5
132593,shot-on-goal,5v5
132595,shot-on-goal,5v5
132602,shot-on-goal,5v5
132608,shot-on-goal,5v5
132613,missed-shot,5v4
132616,goal,5v4
132622,shot-on-goal,5v5
132623,shot-on-goal,5v5
132628,goal,5v5
132636,shot-on-goal,5v5
132642,shot-on-goal,5v5
132645,missed-shot,5v5
132649,missed-shot,5v5
132650,shot-on-goal,5v5
132656,shot-on-goal,5v5
132666,shot-on-goal,5v5
132667,shot-on-goal,5v5
132670,shot-on-goal,5v5
132671,shot-on-goal,5v5
132672,shot-on-goal,5v5
132674,shot-on-goal,5v5
132678,missed-shot,5v5
132679,goal,5v5
132683,shot-on-goal,5v5
132689,missed-shot,5v5
132694,missed-shot,5v4
132695,shot-on-goal,5v4
132698,shot-on-goal,5v4
132699,shot-on-goal,5v4
132700,missed-shot,5v4
132701,shot-on-goal,5v4
132702,missed-shot,5v4
132704,missed-shot,5v5
132705,shot-on-goal,5v5
132710,missed-shot,5v5
132716,shot-on-goal,5v5
132720,missed-shot,5v5
132729,shot-on-goal,5v5
132730,shot-on-goal,5v5
132732,shot-on-goal,5v5
132734,missed-shot,5v5
132736,shot-on-goal,5v5
132743,shot-on-goal,5v5
132744,missed-shot,5v5
132748,shot-on-goal,5v5
132750,missed-shot,5v5
132751,shot-on-goal,5v5
132753,shot-on-goal,5v5
132755,missed-shot,5v5
132756,shot-on-goal,5v5
132760,shot-on-goal,5v5
132763,shot-on-goal,5v5
132767,missed-shot,Other
132769,missed-shot,Other
132770,goal,Other
132780,missed-shot,5v4
132786,missed-shot,5v5
132787,shot-on-goal,5v5
132789,shot-on-goal,5v5
132790,shot-on-goal,5v5
132798,shot-on-goal,5v5
132806,shot-on-goal,5v5
132813,shot-on-goal,5v5
132814,shot-on-goal,5v5
132820,shot-on-goal,5v4
132821,missed-shot,5v4
132822,shot-on-goal,5v4
132831,missed-shot,5v5
132838,shot-on-goal,5v5
132840,shot-on-goal,5v5
132842,shot-on-goal,5v5
132845,missed-shot,5v5
132849,shot-on-goal,5v5
132853,shot-on-goal,5v5
132855,missed-shot,5v5
132865,shot-on-goal,5v5
132867,shot-on-goal,5v5
132869,missed-shot,5v5
132876,shot-on-goal,5v5
132882,shot-on-goal,Other
132887,shot-on-goal,Other
132890,missed-shot,5v5
132891,missed-shot,5v5
132893,missed-shot,5v5
132904,shot-on-goal,5v5
132905,goal,5v5
132907,shot-on-goal,5v5
132910,shot-on-goal,5v5
132914,missed-shot,5v5
132916,missed-shot,5v5
132920,shot-on-goal,5v5
132926,missed-shot,5v5
132930,goal,5v5
132934,missed-shot,5v5
132937,shot-on-goal,5v5
132950,missed-shot,5v5
132956,missed-shot,5v5
132963,shot-on-goal,Other
132966,shot-on-goal,5v5
132967,shot-on-goal,5v5
132968,shot-on-goal,5v5
132972,missed-shot,5v5
132979,goal,5v5
132986,shot-on-goal,5v5
132987,shot-on-goal,5v5
132989,missed-shot,5v5
132993,missed-shot,5v5
132994,missed-shot,5v5
132995,missed-shot,5v5
132997,shot-on-goal,5v5
132999,missed-shot,5v5
133003,shot-on-goal,5v5
133013,shot-on-goal,5v5
133019,missed-shot,5v5
133023,shot-on-goal,5v5
133028,shot-on-goal,4v5
133033,missed-shot,5v4
133036,missed-shot,5v4
133037,shot-on-goal,5v5
133041,shot-on-goal,5v5
133042,shot-on-goal,5v5
133044,shot-on-goal,5v5
133046,shot-on-goal,Other
133054,shot-on-goal,5v4
133056,shot-on-goal,4v5
133062,shot-on-goal,5v5
133066,shot-on-goal,5v5
133068,shot-on-goal,5v5
133070,shot-on-goal,5v5
133071,missed-shot,5v5
133072,missed-shot,5v5
133076,missed-shot,5v5
133079,shot-on-goal,Other
133080,missed-shot,Other
133084,missed-shot,5v4
133085,shot-on-goal,5v4
133086,goal,5v4
133088,missed-shot,5v5
133094,shot-on-goal,5v5
133102,shot-on-goal,5v5
133103,shot-on-goal,5v5
133108,goal,4v5
133116,shot-on-goal,5v5
133118,shot-on-goal,5v5
133130,shot-on-goal,5v5
133134,shot-on-goal,5v5
133135,shot-on-goal,5v5
133138,goal,5v4
133141,shot-on-goal,5v5
133145,shot-on-goal,5v5
133146,goal,5v5
133153,shot-on-goal,5v5
133157,shot-on-goal,5v5
133159,shot-on-goal,5v5
133163,shot-on-goal,5v5
133164,shot-on-goal,5v5
133165,goal,5v5
133168,shot-on-goal,5v5
133171,shot-on-goal,5v5
133173,shot-on-goal,5v5
133175,shot-on-goal,5v5
133176,shot-on-goal,5v5
133178,shot-on-goal,5v5
133181,goal,5v5
133187,shot-on-goal,5v5
133188,shot-on-goal,5v5
133193,shot-on-goal,5v5
133200,shot-on-goal,5v5
133206,missed-shot,5v4
133208,shot-on-goal,5v4
133211,shot-on-goal,5v5
133213,shot-on-goal,5v5
133216,shot-on-goal,5v5
133218,missed-shot,5v5
133219,shot-on-goal,5v5
133223,missed-shot,5v4
133226,goal,5v5
133228,shot-on-goal,5v5
133230,shot-on-goal,5v5
133233,shot-on-goal,5v5
133241,shot-on-goal,5v5
133242,shot-on-goal,5v5
133243,shot-on-goal,5v5
133244,missed-shot,5v5
133245,shot-on-goal,5v5
133249,missed-shot,5v5
133259,missed-shot,5v5
133263,missed-shot,5v5
133272,shot-on-goal,Other
133275,missed-shot,Other
133278,missed-shot,Other
133282,missed-shot,5v5
133287,shot-on-goal,5v4
133290,goal,5v4
133294,shot-on-goal,5v5
133296,missed-shot,5v5
133300,shot-on-goal,5v5
133303,shot-on-goal,5v5
133305,shot-on-goal,5v5
133306,shot-on-goal,5v5
133309,shot-on-goal,5v5
133313,shot-on-goal,5v5
133320,shot-on-goal,5v4
133321,shot-on-goal,5v4
133322,shot-on-goal,5v4
133325,shot-on-goal,5v4
133331,missed-shot,5v5
133335,shot-on-goal,5v5
133336,shot-on-goal,5v5
133342,shot-on-goal,5v5
133343,shot-on-goal,5v5
133349,shot-on-goal,5v5
133351,shot-on-goal,5v5
133353,missed-shot,5v5
133355,missed-shot,5v5
133357,missed-shot,5v5
133358,shot-on-goal,5v5
133363,missed-shot,5v4
133364,shot-on-goal,5v4
133367,shot-on-goal,5v4
133368,missed-shot,5v4
133371,shot-on-goal,5v5
133372,shot-on-goal,5v5
133374,shot-on-goal,5v5
133382,shot-on-goal,5v5
133385,shot-on-goal,5v5
133388,missed-shot,5v5
133394,missed-shot,5v5
133395,missed-shot,5v5
133403,shot-on-goal,5v5
133407,shot-on-goal,5v5
133408,shot-on-goal,5v5
133409,shot-on-goal,5v5
133411,goal,5v5
133414,shot-on-goal,5v5
133420,goal,5v5
133429,shot-on-goal,5v5
133435,shot-on-goal,5v5
133444,missed-shot,5v5
133445,shot-on-goal,5v5
133448,shot-on-goal,5v5
133449,shot-on-goal,5v5
133455,missed-shot,5v5
133460,shot-on-goal,5v5
133462,shot-on-goal,5v5
133465,missed-shot,5v5
133467,missed-shot,5v5
133470,shot-on-goal,5v5
133471,shot-on-goal,5v5
133474,shot-on-goal,5v5
133475,shot-on-goal,5v5
133494,shot-on-goal,5v5
133497,shot-on-goal,5v5
133498,shot-on-goal,5v5
133502,shot-on-goal,5v5
133504,goal,5v5
133509,shot-on-goal,5v5
133511,shot-on-goal,5v5
133517,shot-on-goal,5v5
133528,shot-on-goal,5v5
133529,shot-on-goal,5v5
133537,missed-shot,5v4
133541,shot-on-goal,5v5
133542,goal,5v5
133544,shot-on-goal,5v5
133547,shot-on-goal,5v5
133549,shot-on-goal,5v5
133550,shot-on-goal,5v5
133552,missed-shot,5v5
133556,goal,5v5
133558,shot-on-goal,5v5
133561,missed-shot,5v5
133568,missed-shot,Other
133569,missed-shot,Other
133571,shot-on-goal,Other
133572,shot-on-goal,Other
133574,missed-shot,Other
133585,goal,5v5
133589,goal,5v5
133591,shot-on-goal,5v5
133607,shot-on-goal,5v5
133612,goal,5v5
133616,goal,5v5
133618,shot-on-goal,5v5
133620,shot-on-goal,5v5
133622,missed-shot,5v5
133623,shot-on-goal,5v5
133629,missed-shot,5v5
133631,shot-on-goal,5v5
133632,goal,5v5
133644,shot-on-goal,5v5
133649,shot-on-goal,5v5
133658,missed-shot,5v4
133659,shot-on-goal,5v4
133660,missed-shot,5v5
133661,shot-on-goal,5v5
133663,shot-on-goal,5v5
133667,missed-shot,5v5
133671,shot-on-goal,5v4
133674,shot-on-goal,5v4
133678,shot-on-goal,5v4
133679,shot-on-goal,5v4
133680,goal,5v4
133682,shot-on-goal,5v5
133683,missed-shot,5v5
133693,shot-on-goal,5v5
133699,goal,5v5
133701,shot-on-goal,5v5
133708,shot-on-goal,5v4
133714,shot-on-goal,5v5
133717,shot-on-goal,5v5
133722,shot-on-goal,5v5
133725,shot-on-goal,5v5
133730,missed-shot,5v5
133731,shot-on-goal,5v5
133734,missed-shot,5v5
133736,shot-on-goal,5v5
133740,goal,5v5
133749,shot-on-goal,5v5
133753,shot-on-goal,5v5
133755,shot-on-goal,5v5
133758,shot-on-goal,5v5
133760,missed-shot,5v5
133761,shot-on-goal,5v5
133762,shot-on-goal,5v5
133767,missed-shot,5v5
133772,shot-on-goal,5v5
133774,shot-on-goal,5v5
133776,shot-on-goal,5v5
133779,shot-on-goal,5v5
133783,shot-on-goal,5v4
133784,missed-shot,5v4
133787,shot-on-goal,5v5
133793,shot-on-goal,5v5
133798,missed-shot,5v4
133799,shot-on-goal,5v4
133800,shot-on-goal,5v4
133801,shot-on-goal,5v4
133802,shot-on-goal,5v4
133804,shot-on-goal,5v4
133805,goal,5v4
133808,shot-on-goal,5v5
133809,shot-on-goal,5v5
133811,shot-on-goal,5v5
133817,shot-on-goal,5v5
133818,shot-on-goal,5v5
133819,shot-on-goal,5v5
133824,shot-on-goal,5v5
133827,shot-on-goal,5v5
133828,shot-on-goal,5v5
133829,goal,5v5
133840,shot-on-goal,5v5
133844,missed-shot,5v5
133847,shot-on-goal,5v5
133849,shot-on-goal,5v5
133850,shot-on-goal,5v5
133851,shot-on-goal,5v5
133853,shot-on-goal,5v5
133854,shot-on-goal,5v5
133856,shot-on-goal,5v5
133863,shot-on-goal,5v5
133864,shot-on-goal,5v5
133869,shot-on-goal,5v5
133871,shot-on-goal,5v5
133872,shot-on-goal,5v5
133873,shot-on-goal,5v5
133876,shot-on-goal,5v5
133880,shot-on-goal,5v5
133883,shot-on-goal,5v5
133886,shot-on-goal,5v5
133894,shot-on-goal,5v4
133896,missed-shot,5v4
133898,missed-shot,5v4
133899,goal,5v4
133905,shot-on-goal,5v5
133906,missed-shot,5v5
133909,missed-shot,5v5
133914,missed-shot,5v5
133923,missed-shot,4v5
133925,shot-on-goal,4v5
133927,goal,5v4
133931,shot-on-goal,5v5
133933,shot-on-goal,5v5
133935,missed-shot,5v5
133938,shot-on-goal,5v5
133939,shot-on-goal,5v5
133941,shot-on-goal,5v5
133946,shot-on-goal,5v5
133948,shot-on-goal,5v5
133949,missed-shot,5v5
133955,shot-on-goal,5v5
133956,shot-on-goal,5v5
133957,shot-on-goal,5v5
133962,missed-shot,5v5
133964,missed-shot,5v5
133973,shot-on-goal,5v5
133975,missed-shot,5v5
133976,missed-shot,5v5
133977,shot-on-goal,5v5
133978,missed-shot,5v5
133979,goal,5v5
133981,goal,5v5
133984,shot-on-goal,5v5
133986,missed-shot,5v5
133993,shot-on-goal,5v5
133994,shot-on-goal,5v5
133997,shot-on-goal,5v5
133998,shot-on-goal,5v5
133999,shot-on-goal,5v5
134001,shot-on-goal,5v5
134003,shot-on-goal,5v5
134006,missed-shot,5v5
134009,shot-on-goal,5v5
134017,missed-shot,5v5
134018,shot-on-goal,5v5
134019,shot-on-goal,5v5
134020,missed-shot,5v5
134021,shot-on-goal,5v5
134024,shot-on-goal,5v5
134027,goal,5v5
134031,shot-on-goal,5v5
134032,missed-shot,5v5
134033,goal,5v5
134039,missed-shot,5v5
134041,shot-on-goal,5v5
134044,shot-on-goal,5v5
134046,missed-shot,5v5
134048,shot-on-goal,5v5
134049,shot-on-goal,5v5
134052,shot-on-goal,5v5
134055,shot-on-goal,5v5
134060,shot-on-goal,5v5
134063,shot-on-goal,5v5
134065,shot-on-goal,5v5
134070,shot-on-goal,5v5
134075,shot-on-goal,5v4
134076,shot-on-goal,5v4
134077,shot-on-goal,5v4
134078,shot-on-goal,5v4
134079,goal,5v4
134083,shot-on-goal,5v5
134087,missed-shot,5v5
134093,shot-on-goal,5v5
134095,shot-on-goal,5v5
134098,missed-shot,5v5
134099,missed-shot,5v5
134104,shot-on-goal,5v5
134109,shot-on-goal,5v5
134110,shot-on-goal,5v5
134113,missed-shot,5v5
134114,goal,5v5
134116,shot-on-goal,5v5
134117,shot-on-goal,5v5
134118,shot-on-goal,5v5
134121,shot-on-goal,5v5
134129,shot-on-goal,5v5
134138,missed-shot,5v5
134142,missed-shot,Other
134143,missed-shot,Other
134145,shot-on-goal,Other
134146,missed-shot,Other
134147,shot-on-goal,Other
134150,shot-on-goal,Other
134151,missed-shot,Other
134154,shot-on-goal,Other
134155,shot-on-goal,Other
134158,shot-on-goal,Other
134159,shot-on-goal,Other
134162,goal,Other
134164,shot-on-goal,5v5
134166,shot-on-goal,5v5
134169,shot-on-goal,5v5
134172,shot-on-goal,5v5
134173,shot-on-goal,5v5
134176,missed-shot,5v5
134177,missed-shot,5v5
134185,shot-on-goal,5v5
134189,shot-on-goal,5v5
134191,missed-shot,5v5
134196,missed-shot,5v5
134198,shot-on-goal,5v5
134199,shot-on-goal,5v5
134202,shot-on-goal,5v5
134204,shot-on-goal,5v5
134205,shot-on-goal,5v5
134207,missed-shot,5v5
